,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,add_time_in_path,num_features,embedding_dim,log_signature,swnu_hidden_dim,lstm_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,BiLSTM,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,0.6026400485459495,0.5986654162406921,0.5955545054339215,[0.63102542 0.56008359],0.5972706842509906,[0.60810811 0.58643326],0.5958688524590163,[0.6557377 0.536    ],0.2990615427494049,0.6761565804481506,0.6655680673807562,[0.72507553 0.60606061],0.6660546715626274,[0.78947368 0.54263566],0.6783327856282177,[0.67039106 0.68627451],35,3,5,11,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)",384,"(512, 512)",0.5,0.001,123,False,focal,2,False,,Conv1d,,concatenation,64,6
0,0.29296739487087026,0.5938989520072937,0.5937922684235786,[0.5872093  0.60037523],0.5963501086407831,[0.62732919 0.56537102],0.5959562841530055,[0.55191257 0.64      ],0.23993517756462096,0.5943060517311096,0.5160442349528644,[0.7106599  0.32142857],0.5301268498942918,[0.65116279 0.40909091],0.5234143936904371,[0.78212291 0.26470588],35,3,5,11,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)",384,"(512, 512)",0.5,0.0001,1,False,focal,2,False,,Conv1d,,concatenation,64,7
0,0.4069710663136314,0.6167778968811035,0.6164429163938004,[0.60510806 0.62777778],0.6205995882655687,[0.65671642 0.58448276],0.6195100182149362,[0.56102004 0.678     ],0.20213289558887482,0.7188612222671509,0.6780934151186903,[0.79265092 0.56353591],0.6965471863642061,[0.74752475 0.64556962],0.6717877094972067,[0.84357542 0.5       ],35,3,5,11,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)",384,"(512, 512)",0.5,0.0001,12,False,focal,2,False,,Conv1d,,concatenation,64,7
0,0.2994091913980596,0.6320305466651917,0.6300371320600253,[0.65719361 0.60288066],0.6310052727432953,[0.64124783 0.62076271],0.6299763205828779,[0.67395264 0.586     ],0.21105772256851196,0.6939501762390137,0.5985180754917598,[0.79425837 0.40277778],0.6925184299661287,[0.69456067 0.69047619],0.6058440135830869,[0.9273743  0.28431373],35,3,5,11,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)",384,"(512, 512)",0.5,0.0001,123,False,focal,2,False,,Conv1d,,concatenation,64,7
0,0.3974090534098008,0.583412766456604,0.5771164105359972,[0.52551574 0.62871708],0.5985332189768269,[0.65053763 0.5465288 ],0.59040072859745,[0.44080146 0.74      ],0.24361261427402497,0.6227757930755615,0.58071509009009,[0.71351351 0.44791667],0.5844386271087841,[0.69109948 0.47777778],0.5794993975243729,[0.73743017 0.42156863],35,3,5,11,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)",384,"(512, 512)",0.5,0.0005,1,False,focal,2,False,,Conv1d,,concatenation,64,8
0,0.4208351443795597,0.6415634155273438,0.6389645577035735,[0.60833333 0.66959578],0.6538204852451014,[0.71046229 0.59717868],0.6469380692167577,[0.53187614 0.762     ],0.22009135484695436,0.6654804348945618,0.6558526162184699,[0.71341463 0.5982906 ],0.6577689648159446,[0.7852349  0.53030303],0.6699528973600614,[0.65363128 0.68627451],35,3,5,11,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)",384,"(512, 512)",0.5,0.0005,12,False,focal,2,False,,Conv1d,,concatenation,64,8
0,0.4658752451924717,0.602478563785553,0.5991211389452751,[0.63580786 0.56243442],0.6011748670311273,[0.61073826 0.59161148],0.599511839708561,[0.66302368 0.536     ],0.1944074362516403,0.7330960631370544,0.6978278012760771,[0.80106101 0.59459459],0.7126384325179507,[0.76262626 0.6626506 ],0.6913955526344616,[0.84357542 0.53921569],35,3,5,11,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)",384,"(512, 512)",0.5,0.0005,123,False,focal,2,False,,Conv1d,,concatenation,64,8
0,0.3102313008378534,0.6081982851028442,0.6062387834783203,[0.57846154 0.63401603],0.6167002012072434,[0.66197183 0.57142857],0.6128306010928961,[0.5136612 0.712    ],0.21674405336380004,0.6192170977592468,0.5778114775966412,[0.7100271  0.44559585],0.5810005783689994,[0.68947368 0.47252747],0.5767061014349874,[0.73184358 0.42156863],35,3,5,11,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)",384,"(512, 512)",0.1,0.001,1,False,focal,2,False,,Conv1d,,concatenation,64,9
0,0.25923075658433575,0.6043851375579834,0.6041419445770534,[0.61395349 0.5943304 ],0.6043191880711601,[0.62737643 0.58126195],0.6045464480874316,[0.6010929 0.608    ],0.21116722524166107,0.6548042893409729,0.6172683488492916,[0.73712737 0.49740933],0.621631000578369,[0.71578947 0.52747253],0.6151823858034834,[0.75977654 0.47058824],35,3,5,11,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)",384,"(512, 512)",0.1,0.001,12,False,focal,2,False,,Conv1d,,concatenation,64,9
0,0.9939496061381172,0.5357483625411987,0.5175007201650949,[0.42366864 0.6113328 ],0.5566809339219698,[0.60472973 0.50863214],0.546023679417122,[0.32604736 0.766     ],0.39171233773231506,0.7473309636116028,0.7390695910333371,[0.78549849 0.69264069],0.7377090983272134,[0.85526316 0.62015504],0.7552853543652098,[0.72625698 0.78431373],35,3,5,11,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)",384,"(512, 512)",0.1,0.001,123,False,focal,2,False,,Conv1d,,concatenation,64,9
