,loss,accuracy,f1,f1_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,hidden_dim,dropout_rate,learning_rate,seed,gamma,k_fold,model_id,k,input_dim
0,focal,0.6884758472442627,0.5837500000000001,[0.8     0.52    0.43125],0.6082149882401738,0.6953828930854797,0.5726099788284212,[0.80358668 0.53429603 0.37994723],[100],0.2,1e-05,1234,2,True,0.9,5,766
1,focal,0.702602207660675,0.5893556639136166,[0.81267685 0.5203252  0.43506494],0.6016128073845591,0.6925675868988037,0.5804695187183908,[0.79571734 0.52969121 0.416     ],[100],0.2,1e-05,1234,2,True,0.9,5,766
2,focal,0.6892193555831909,0.5594558489741971,[0.80334262 0.51020408 0.36482085],0.597523532807827,0.6880630850791931,0.560224656620621,[0.80679406 0.49740933 0.37647059],[100],0.2,1e-05,1234,2,True,0.9,5,766
3,focal,0.6736059188842773,0.5501183477768844,[0.79657143 0.48455285 0.36923077],0.6025661155581474,0.6875,0.571044520228102,[0.79948029 0.52340936 0.3902439 ],[100],0.2,1e-05,1234,2,True,0.9,5,766
4,focal,0.6765799522399902,0.5700372560515329,[0.786659   0.5        0.42345277],0.6123473005635398,0.6829954981803894,0.5698405876689796,[0.79395248 0.50531287 0.41025641],[100],0.2,1e-05,1234,2,True,0.9,5,766
0,focal,0.675836443901062,0.6123644597525194,[0.77363184 0.525      0.53846154],0.5583437979221344,0.6672297120094299,0.5986135939261137,[0.76289636 0.5617214  0.47122302],[100],0.1,0.005,0,2,True,0.1,5,766
1,focal,0.6765799522399902,0.5868315664781385,[0.78188319 0.53477589 0.44383562],0.5306938748274531,0.6829954981803894,0.60088837549155,[0.77657658 0.55443322 0.47165533],[100],0.1,0.005,0,2,True,0.1,5,766
2,focal,0.6728624701499939,0.5741561513642792,[0.77453271 0.53414264 0.4137931 ],0.5331309991223472,0.664977490901947,0.5806975129071993,[0.76491863 0.525      0.45217391],[100],0.1,0.005,0,2,True,0.1,5,766
3,focal,0.6364312171936035,0.5723308016803627,[0.74234694 0.51282051 0.46182495],0.5827253173504557,0.6430180072784424,0.5635756152488675,[0.76181474 0.50577664 0.42313546],[100],0.1,0.005,0,2,True,0.1,5,766
4,focal,0.648327112197876,0.5776996631240726,[0.75248756 0.50372578 0.47688564],0.5377418154052326,0.6604729890823364,0.5946213718462295,[0.75711575 0.53777778 0.48897059],[100],0.1,0.005,0,2,True,0.1,5,766
0,focal,0.6423791646957397,0.58925337315852,[0.74127716 0.52173913 0.50474383],0.5613186678716114,0.6323198080062866,0.5739369672143226,[0.72816487 0.54022989 0.45341615],[100],0.1,0.005,1,2,True,0.1,5,766
1,focal,0.6862453818321228,0.589223228999814,[0.79953107 0.51826087 0.44987775],0.5256520499076162,0.6841216087341309,0.5986660983872016,[0.78752784 0.51604621 0.49242424],[100],0.1,0.005,1,2,True,0.1,5,766
2,focal,0.6773234009742737,0.5739042034337783,[0.78276063 0.52852853 0.41042345],0.5284263023308345,0.6869369149208069,0.5967021481445084,[0.78879502 0.53537736 0.46593407],[100],0.1,0.005,1,2,True,0.1,5,766
3,focal,0.6408922076225281,0.5682637936502053,[0.74858223 0.51176471 0.44444444],0.5806393176317215,0.6509009003639221,0.5722726247192007,[0.75532418 0.5387931  0.42270059],[100],0.1,0.005,1,2,True,0.1,5,766
4,focal,0.6684014797210693,0.5945358331097048,[0.77120195 0.51367781 0.49872774],0.5486482307314873,0.6711711883544922,0.5964129483814523,[0.77165354 0.53333333 0.48425197],[100],0.1,0.005,1,2,True,0.1,5,766
0,focal,0.7033457159996033,0.6085119674438945,[0.80892449 0.50094877 0.51566265],0.5425995343497821,0.6908783912658691,0.5840000738866702,[0.80119709 0.49287749 0.45792564],[100],0.1,0.005,12,2,True,0.1,5,766
1,focal,0.692193329334259,0.5789178070348368,[0.79403328 0.5514158  0.39130435],0.5307099340217454,0.6998873949050903,0.6047154803854188,[0.78908618 0.56035437 0.46470588],[100],0.1,0.005,12,2,True,0.1,5,766
2,focal,0.6706319451332092,0.5774705496080111,[0.77043269 0.55445545 0.40752351],0.5381428993174008,0.6768018007278442,0.5953815534108527,[0.77434031 0.54148472 0.47031963],[100],0.1,0.005,12,2,True,0.1,5,766
3,focal,0.6869888305664062,0.5925863334177218,[0.79115765 0.5404475  0.44615385],0.5663305914827755,0.6993243098258972,0.5983079990677852,[0.80295781 0.54846939 0.4434968 ],[100],0.1,0.005,12,2,True,0.1,5,766
4,focal,0.6475836634635925,0.5775485199434213,[0.74796748 0.52236652 0.46231156],0.5686709646667752,0.6593468189239502,0.597350561006503,[0.75083373 0.54408602 0.49713193],[100],0.1,0.005,12,2,True,0.1,5,766
0,focal,0.6639405488967896,0.5785251636352077,[0.78345499 0.46923077 0.48288973],0.5513789100306374,0.6734234094619751,0.5857957686315896,[0.78516508 0.52777778 0.44444444],[100],0.1,0.005,123,2,True,0.1,5,766
1,focal,0.6884758472442627,0.6059409188373414,[0.79075426 0.55476529 0.47230321],0.5366113888365882,0.667792797088623,0.591073969247409,[0.76186089 0.54297694 0.46838407],[100],0.1,0.005,123,2,True,0.1,5,766
2,focal,0.6802973747253418,0.5795994552613379,[0.78932095 0.53195164 0.41752577],0.5389263810856002,0.6835585832595825,0.6023630476499703,[0.7838565  0.53279786 0.49043478],[100],0.1,0.005,123,2,True,0.1,5,766
3,focal,0.6669145226478577,0.5851182368345764,[0.76979294 0.54883721 0.43672457],0.5829449040549142,0.6734234094619751,0.5788645374520102,[0.78268793 0.54649828 0.40740741],[100],0.1,0.005,123,2,True,0.1,5,766
4,focal,0.6855018734931946,0.5712781356013127,[0.79255919 0.51050081 0.41077441],0.5559192927820342,0.693130612373352,0.5769288475347557,[0.79983144 0.50124688 0.42970822],[100],0.1,0.005,123,2,True,0.1,5,766
0,focal,0.7048327326774597,0.6056383777244765,[0.81321185 0.4962406  0.50746269],0.5543764680624008,0.690315306186676,0.5909867305371458,[0.79348757 0.50482759 0.47464503],[100],0.1,0.005,1234,2,True,0.1,5,766
1,focal,0.6438661813735962,0.5652987794098449,[0.76400252 0.50653595 0.42535787],0.541844150849751,0.6525900959968567,0.5800252894174002,[0.75693465 0.52618758 0.45695364],[100],0.1,0.005,1234,2,True,0.1,5,766
2,focal,0.659479558467865,0.5686212293488407,[0.76603325 0.51685393 0.4229765 ],0.538882451398032,0.6784909963607788,0.6027833457885688,[0.77495463 0.53798257 0.49541284],[100],0.1,0.005,1234,2,True,0.1,5,766
3,focal,0.6602230668067932,0.5900825662061618,[0.76154806 0.5327381  0.47596154],0.5816931575536728,0.6835585832595825,0.6019422596660481,[0.78205128 0.55865922 0.46511628],[100],0.1,0.005,1234,2,True,0.1,5,766
4,focal,0.6788104176521301,0.5890066758289028,[0.7797792  0.51355662 0.47368421],0.5433207218136106,0.7010135054588318,0.6089894992009096,[0.80104257 0.52592593 0.5       ],[100],0.1,0.005,1234,2,True,0.1,5,766
0,focal,0.6825278997421265,0.6070000605647713,[0.78809957 0.51041667 0.52248394],0.5286080964973995,0.6801801919937134,0.6000706257505316,[0.7826484  0.54842767 0.4691358 ],[100],0.1,0.001,0,2,True,0.11,5,766
1,focal,0.6721189618110657,0.5949578494325025,[0.77295285 0.55124654 0.46067416],0.5292969175747463,0.6790540814399719,0.6100013805592176,[0.76693134 0.57083333 0.49223947],[100],0.1,0.001,0,2,True,0.11,5,766
2,focal,0.6713754534721375,0.5717556956399882,[0.77875073 0.53333333 0.40318302],0.5356910132936069,0.6897522807121277,0.6075029525882815,[0.78839286 0.54237288 0.49174312],[100],0.1,0.001,0,2,True,0.11,5,766
3,focal,0.697397768497467,0.6068215545187802,[0.79929577 0.55250404 0.46866485],0.578234826879842,0.6936936974525452,0.5992946284937916,[0.79170344 0.56123662 0.44494382],[100],0.1,0.001,0,2,True,0.11,5,766
4,focal,0.6535316109657288,0.5869967464869088,[0.7532792  0.51420455 0.49350649],0.5419582724571228,0.6739864945411682,0.6105962238280788,[0.76806084 0.54989384 0.51383399],[100],0.1,0.001,0,2,True,0.11,5,766
0,focal,0.6550185680389404,0.5868105015508209,[0.75935162 0.50322581 0.49785408],0.5408994023288999,0.6632882952690125,0.5917115759702115,[0.76074766 0.55041518 0.46397188],[100],0.1,0.001,1,2,True,0.11,5,766
1,focal,0.6914498209953308,0.6013219501223965,[0.79479598 0.5488959  0.46027397],0.5287999074373927,0.6891891956329346,0.6099650056460941,[0.78167116 0.55684455 0.49137931],[100],0.1,0.001,1,2,True,0.11,5,766
2,focal,0.6579925417900085,0.5672659477040077,[0.76069922 0.54222222 0.3988764 ],0.5291611584169524,0.6756756901741028,0.5962527214194505,[0.77528604 0.5433526  0.47011952],[100],0.1,0.001,1,2,True,0.11,5,766
3,focal,0.659479558467865,0.576594775831705,[0.76658477 0.53353204 0.42966752],0.5653737527983529,0.6768018007278442,0.5901343101343101,[0.77655678 0.56222222 0.43162393],[100],0.1,0.001,1,2,True,0.11,5,766
4,focal,0.6505576372146606,0.5799982146517438,[0.75358702 0.50969529 0.47671233],0.5430360202278409,0.6638513803482056,0.5989117350256673,[0.75848876 0.5482866  0.48995984],[100],0.1,0.001,1,2,True,0.11,5,766
0,focal,0.6706319451332092,0.5963617437596079,[0.77399757 0.5083612  0.50672646],0.5399619213172367,0.6728603839874268,0.5908439061222698,[0.77320054 0.53808354 0.46124764],[100],0.1,0.001,12,2,True,0.11,5,766
1,focal,0.6877323389053345,0.5993404106873337,[0.79141836 0.54883721 0.45776567],0.5311058770333018,0.6863738894462585,0.6038239714280663,[0.78088368 0.56       0.47058824],[100],0.1,0.001,12,2,True,0.11,5,766
2,focal,0.6750929355621338,0.5772640101920009,[0.7763864  0.55667145 0.39873418],0.5371570746813502,0.6841216087341309,0.6027059628976006,[0.78004535 0.55357143 0.47450111],[100],0.1,0.001,12,2,True,0.11,5,766
3,focal,0.6802973747253418,0.5905175072409973,[0.78478002 0.54173228 0.44504021],0.5810143149324826,0.6936936974525452,0.59962324412596,[0.79359431 0.56937799 0.43589744],[100],0.1,0.001,12,2,True,0.11,5,766
4,focal,0.6609665155410767,0.5872817647376256,[0.76348039 0.50985915 0.48850575],0.549212842115334,0.6801801919937134,0.6031028972877888,[0.7778291  0.55113025 0.48034934],[100],0.1,0.001,12,2,True,0.11,5,766
0,focal,0.6802973747253418,0.6030134195840352,[0.78476421 0.5220339  0.50224215],0.5411503091454506,0.6813063025474548,0.6021912051086636,[0.7808656  0.54969325 0.47601476],[100],0.1,0.001,123,2,True,0.11,5,766
1,focal,0.6780669093132019,0.5931817672098645,[0.78381643 0.53333333 0.46239554],0.5264254478471619,0.6942567825317383,0.617818003039242,[0.78454545 0.57333333 0.49557522],[100],0.1,0.001,123,2,True,0.11,5,766
2,focal,0.6394051909446716,0.5586439837320971,[0.75123153 0.52721088 0.39748954],0.5461949748652322,0.6554054021835327,0.5807176455917719,[0.7630597  0.51519155 0.46390169],[100],0.1,0.001,123,2,True,0.11,5,766
3,focal,0.6743494272232056,0.5728719842852938,[0.78579882 0.5230312  0.40978593],0.575798508312021,0.6801801919937134,0.5729335417043219,[0.78714859 0.54665203 0.385     ],[100],0.1,0.001,123,2,True,0.11,5,766
4,focal,0.6446096897125244,0.574636032341837,[0.74781523 0.50429799 0.47179487],0.5443809990371976,0.6694819927215576,0.5989195627221015,[0.76821815 0.54054054 0.488     ],[100],0.1,0.001,123,2,True,0.11,5,766
0,focal,0.675836443901062,0.5976499208291927,[0.78031212 0.50337838 0.50925926],0.5411346469606672,0.6728603839874268,0.5896657077256502,[0.77390122 0.53717026 0.45792564],[100],0.1,0.001,1234,2,True,0.11,5,766
1,focal,0.6676579713821411,0.5943957884774146,[0.77212806 0.54651163 0.46454768],0.5262164931212153,0.6689189076423645,0.60028053279875,[0.76065574 0.55701754 0.48316832],[100],0.1,0.001,1234,2,True,0.11,5,766
2,focal,0.6609665155410767,0.5705978185309001,[0.76026175 0.53753754 0.41399417],0.5302327881966319,0.6694819927215576,0.591256390329398,[0.76789786 0.53271028 0.47316103],[100],0.1,0.001,1234,2,True,0.11,5,766
3,focal,0.675836443901062,0.591567855679474,[0.77575758 0.55636896 0.44257703],0.568164258130959,0.6790540814399719,0.5844380003289206,[0.78075352 0.56052345 0.41203704],[100],0.1,0.001,1234,2,True,0.11,5,766
4,focal,0.6639405488967896,0.5870359854617487,[0.76839566 0.49508197 0.49763033],0.5486695212977273,0.6813063025474548,0.6077016773355318,[0.77990868 0.52788104 0.51531532],[100],0.1,0.001,1234,2,True,0.11,5,766
0,focal,0.6832713484764099,0.6055373697628422,[0.784689   0.51960784 0.51231527],0.5441758664590972,0.6858108043670654,0.5952861064257178,[0.78698752 0.54698795 0.45188285],[100],0.1,0.0005,0,2,True,0.12,5,766
1,focal,0.6944237947463989,0.6042351303586435,[0.79670006 0.5474339  0.46857143],0.5307621711066791,0.6908783912658691,0.6067824258929364,[0.78565022 0.55936073 0.47533632],[100],0.1,0.0005,0,2,True,0.12,5,766
2,focal,0.6832713484764099,0.5726218268552364,[0.78832952 0.53588517 0.39365079],0.5360113073672567,0.684684693813324,0.5919504796844851,[0.785777   0.52853598 0.46153846],[100],0.1,0.0005,0,2,True,0.12,5,766
3,focal,0.6892193555831909,0.593703886703914,[0.79503839 0.55555556 0.43051771],0.5702054617660386,0.6829954981803894,0.5791716534852424,[0.79022222 0.54819977 0.39909297],[100],0.1,0.0005,0,2,True,0.12,5,766
4,focal,0.6572490930557251,0.5794476858357961,[0.76474164 0.49221184 0.48138958],0.545717961021832,0.6779279112815857,0.6059246440017141,[0.77618828 0.53600945 0.50557621],[100],0.1,0.0005,0,2,True,0.12,5,766
0,focal,0.6951673030853271,0.61553275071044,[0.7950237  0.53177258 0.51980198],0.540939735514777,0.684684693813324,0.5918477518037443,[0.78771696 0.54196643 0.44585987],[100],0.1,0.0005,1,2,True,0.12,5,766
1,focal,0.6892193555831909,0.5947621109510477,[0.79811098 0.53697749 0.44919786],0.5292978946651731,0.690315306186676,0.6103279390038358,[0.78491244 0.55140187 0.49466951],[100],0.1,0.0005,1,2,True,0.12,5,766
2,focal,0.6736059188842773,0.5695652443255029,[0.78125    0.52631579 0.40112994],0.5316037056701524,0.6891891956329346,0.6018069824986418,[0.78961268 0.52356021 0.49224806],[100],0.1,0.0005,1,2,True,0.12,5,766
3,focal,0.664683997631073,0.5904067763848401,[0.76980198 0.53784219 0.46357616],0.5696292764374188,0.670045018196106,0.5818326369696415,[0.77848678 0.54054054 0.42647059],[100],0.1,0.0005,1,2,True,0.12,5,766
4,focal,0.6676579713821411,0.5857129478570572,[0.77234803 0.49845201 0.4863388 ],0.5419683424489838,0.693130612373352,0.6118792121538759,[0.79191011 0.54161782 0.5021097 ],[100],0.1,0.0005,1,2,True,0.12,5,766
0,focal,0.675836443901062,0.5992174066256756,[0.7816092  0.50252951 0.51351351],0.5419417396187782,0.6762387156486511,0.5944240533469808,[0.77762619 0.54323995 0.46240602],[100],0.1,0.0005,12,2,True,0.12,5,766
1,focal,0.6802973747253418,0.5934577657131076,[0.79131484 0.52866242 0.46039604],0.5306602109755788,0.6756756901741028,0.5984482521171658,[0.77303989 0.55035129 0.47195358],[100],0.1,0.0005,12,2,True,0.12,5,766
2,focal,0.6624535322189331,0.5762362467113736,[0.76346038 0.54790419 0.41734417],0.534062140754291,0.6751126050949097,0.6044242341451987,[0.77150786 0.5399061  0.50185874],[100],0.1,0.0005,12,2,True,0.12,5,766
3,focal,0.6676579713821411,0.5887595889645493,[0.77186544 0.53810264 0.45631068],0.5725040595446315,0.6706081032752991,0.5818442840339727,[0.77813505 0.54861111 0.41878669],[100],0.1,0.0005,12,2,True,0.12,5,766
4,focal,0.6475836634635925,0.5712140376833776,[0.75612745 0.48522551 0.47228916],0.5483697759253638,0.670045018196106,0.5993547023382921,[0.76994867 0.53179191 0.49632353],[100],0.1,0.0005,12,2,True,0.12,5,766
0,focal,0.6765799522399902,0.6075565974025081,[0.77695167 0.53740458 0.50831354],0.5472539184348924,0.662162184715271,0.5783551616554351,[0.76609541 0.54241071 0.42655936],[100],0.1,0.0005,123,2,True,0.12,5,766
1,focal,0.6847583651542664,0.595958965682195,[0.7917924  0.54465593 0.45142857],0.5292499139904976,0.6829954981803894,0.602538644975544,[0.77849265 0.56554713 0.46357616],[100],0.1,0.0005,123,2,True,0.12,5,766
2,focal,0.6743494272232056,0.5760658875149439,[0.77790698 0.53706755 0.41322314],0.5293929034045765,0.6953828930854797,0.6142611692324453,[0.79267203 0.54916986 0.50094162],[100],0.1,0.0005,123,2,True,0.12,5,766
3,focal,0.6988847851753235,0.6091405636827615,[0.7992937  0.56451613 0.46361186],0.5722501171486718,0.6936936974525452,0.5964336079302411,[0.79346867 0.56694813 0.42888403],[100],0.1,0.0005,123,2,True,0.12,5,766
4,focal,0.6602230668067932,0.5796213832254026,[0.76544691 0.49526814 0.4781491 ],0.5415375764880862,0.6897522807121277,0.6105566065554578,[0.7889991  0.53460621 0.50806452],[100],0.1,0.0005,123,2,True,0.12,5,766
0,focal,0.6721189618110657,0.5916782016915035,[0.77951807 0.5049505  0.49056604],0.5425341374107769,0.6739864945411682,0.5845957320137515,[0.78084049 0.52983294 0.44311377],[100],0.1,0.0005,1234,2,True,0.12,5,766
1,focal,0.6914498209953308,0.6016783575652217,[0.79712747 0.55235205 0.45555556],0.5258428986583438,0.6920045018196106,0.6117832225398411,[0.78327338 0.5665529  0.48552339],[100],0.1,0.0005,1234,2,True,0.12,5,766
2,focal,0.6750929355621338,0.5725252207841519,[0.77520278 0.54237288 0.4       ],0.529225763465677,0.6948198080062866,0.6094568737364936,[0.79113082 0.55006031 0.48717949],[100],0.1,0.0005,1234,2,True,0.12,5,766
3,focal,0.675836443901062,0.5943998024065086,[0.77662812 0.55927052 0.44730077],0.5675631995712008,0.6784909963607788,0.5873723617655113,[0.78035471 0.56492027 0.41684211],[100],0.1,0.0005,1234,2,True,0.12,5,766
4,focal,0.6460966467857361,0.5790546929951208,[0.74418605 0.51733333 0.4756447 ],0.5478661081620625,0.6666666865348816,0.6004493711631959,[0.76018957 0.54454454 0.496614  ],[100],0.1,0.0005,1234,2,True,0.12,5,766
0,focal,0.6765799522399902,0.6027473823722397,[0.7781155  0.52427184 0.5058548 ],0.5428014482770648,0.670045018196106,0.5836796337336674,[0.77355072 0.53818182 0.43930636],[100],0.1,0.0001,0,2,True,0.13,5,766
1,focal,0.6840148568153381,0.5968587463094092,[0.78820698 0.5465288  0.45584046],0.5305111493383136,0.6880630850791931,0.6130092158257533,[0.77874485 0.56713212 0.49315068],[100],0.1,0.0001,0,2,True,0.13,5,766
2,focal,0.6817843914031982,0.5746189722730131,[0.78559177 0.53706755 0.4011976 ],0.5346893785255296,0.6925675868988037,0.6054809811201901,[0.79065668 0.54081633 0.48496994],[100],0.1,0.0001,0,2,True,0.13,5,766
3,focal,0.6914498209953308,0.5914817763857693,[0.79953244 0.54634146 0.42857143],0.5713072376591819,0.6869369149208069,0.5831233029789714,[0.79419525 0.53699284 0.41818182],[100],0.1,0.0001,0,2,True,0.13,5,766
4,focal,0.6602230668067932,0.5810179144160489,[0.766808   0.49775112 0.47849462],0.5477655082941055,0.6807432174682617,0.6090713150362325,[0.77594123 0.53993251 0.51134021],[100],0.1,0.0001,0,2,True,0.13,5,766
0,focal,0.6862453818321228,0.6061072356932623,[0.78903456 0.52072968 0.50855746],0.540348371224744,0.6773648858070374,0.5844072650572644,[0.78183437 0.5315534  0.43983402],[100],0.1,0.0001,1,2,True,0.13,5,766
1,focal,0.6892193555831909,0.6000144514932267,[0.79450418 0.5482389  0.45730028],0.5270776110036033,0.6869369149208069,0.6115553306030242,[0.77884177 0.56124722 0.49457701],[100],0.1,0.0001,1,2,True,0.13,5,766
2,focal,0.6728624701499939,0.5671793717342914,[0.77881257 0.53834116 0.38438438],0.52927073517016,0.6891891956329346,0.6055088439862558,[0.7859368  0.54216867 0.48842105],[100],0.1,0.0001,1,2,True,0.13,5,766
3,focal,0.6743494272232056,0.5899320628936767,[0.77831325 0.53953488 0.45194805],0.5642355382442474,0.6768018007278442,0.5828933721554814,[0.77972185 0.55123675 0.41772152],[100],0.1,0.0001,1,2,True,0.13,5,766
4,focal,0.6676579713821411,0.5897609329126811,[0.77108434 0.50613497 0.49206349],0.5451011689645904,0.6813063025474548,0.6016723720372403,[0.78103837 0.52705882 0.49691992],[100],0.1,0.0001,1,2,True,0.13,5,766
0,focal,0.675836443901062,0.6014248829159031,[0.77947465 0.5248     0.5       ],0.5483455902763775,0.6655405163764954,0.5750146087123286,[0.77434031 0.52754982 0.42315369],[100],0.1,0.0001,12,2,True,0.13,5,766
1,focal,0.692193329334259,0.5971211257224779,[0.79976443 0.53834116 0.45325779],0.5314331906182426,0.6914414167404175,0.6071311024442684,[0.78603402 0.55808656 0.47727273],[100],0.1,0.0001,12,2,True,0.13,5,766
2,focal,0.6743494272232056,0.5714963217773222,[0.77881257 0.54487179 0.3908046 ],0.5367515874760491,0.6880630850791931,0.6053542637895908,[0.78747204 0.53646477 0.49212598],[100],0.1,0.0001,12,2,True,0.13,5,766
3,focal,0.6795539259910583,0.5894138596219239,[0.78541542 0.54432348 0.43850267],0.5694084987044334,0.6773648858070374,0.5804952523182635,[0.78394226 0.55069124 0.40685225],[100],0.1,0.0001,12,2,True,0.13,5,766
4,focal,0.6572490930557251,0.5744278050812889,[0.7646356  0.48297214 0.47567568],0.5481588425380843,0.6813063025474548,0.5976420903330322,[0.78390597 0.53084983 0.47817048],[100],0.1,0.0001,12,2,True,0.13,5,766
0,focal,0.6765799522399902,0.600547406951322,[0.7800729  0.52396166 0.49760766],0.5478464450154986,0.6722972989082336,0.5834186729104135,[0.77580719 0.54734411 0.42710472],[100],0.1,0.0001,123,2,True,0.13,5,766
1,focal,0.68104088306427,0.5938850607683253,[0.78842676 0.53592814 0.45730028],0.5263124310544559,0.6858108043670654,0.6105696904788377,[0.77752188 0.57142857 0.48275862],[100],0.1,0.0001,123,2,True,0.13,5,766
2,focal,0.6780669093132019,0.5768074853706203,[0.78088578 0.54716981 0.40236686],0.5318870821169445,0.6880630850791931,0.6039097014310063,[0.78606521 0.54501217 0.48065173],[100],0.1,0.0001,123,2,True,0.13,5,766
3,focal,0.6780669093132019,0.5917054452628328,[0.78313253 0.54461538 0.44736842],0.5659074123416629,0.6801801919937134,0.5853822792244044,[0.78661844 0.54982818 0.41970021],[100],0.1,0.0001,123,2,True,0.13,5,766
4,focal,0.664683997631073,0.5830108952596573,[0.77033493 0.49612403 0.48257373],0.5446646415761539,0.6886261105537415,0.6083184395879524,[0.78776978 0.53301887 0.50416667],[100],0.1,0.0001,123,2,True,0.13,5,766
0,focal,0.675836443901062,0.6016716909979528,[0.7778454  0.5248     0.50236967],0.5441287755966187,0.6728603839874268,0.5863350151866652,[0.77536232 0.54009434 0.44354839],[100],0.1,0.0001,1234,2,True,0.13,5,766
1,focal,0.6773234009742737,0.5950860945006159,[0.78580171 0.53673163 0.46272494],0.5253779387899807,0.6829954981803894,0.6115320750025656,[0.77416357 0.5708061  0.48962656],[100],0.1,0.0001,1234,2,True,0.13,5,766
2,focal,0.675836443901062,0.5675916404650736,[0.78074246 0.54432348 0.37770898],0.5335492076618331,0.693130612373352,0.6079988533004156,[0.79038718 0.54850299 0.48510638],[100],0.1,0.0001,1234,2,True,0.13,5,766
3,focal,0.6892193555831909,0.5888946457900338,[0.79837304 0.53559322 0.43271768],0.5644205170018333,0.6841216087341309,0.5807480381385051,[0.79104478 0.54094293 0.41025641],[100],0.1,0.0001,1234,2,True,0.13,5,766
4,focal,0.6609665155410767,0.5848261987314959,[0.76409945 0.50374813 0.48663102],0.5453371948429516,0.6796171069145203,0.6065269784349178,[0.77552898 0.54301676 0.5010352 ],[100],0.1,0.0001,1234,2,True,0.13,5,766
0,focal,0.6892193555831909,0.596766657222031,[0.80023433 0.50081833 0.48924731],0.604393869638443,0.6829954981803894,0.5660514725882714,[0.8        0.49176172 0.40639269],[100],0.1,1e-05,0,2,True,0.14,5,766
1,focal,0.6899628043174744,0.5773191482357951,[0.80892449 0.4907563  0.43227666],0.5952755212783813,0.6891891956329346,0.5854677213117055,[0.79621668 0.49937888 0.4608076 ],[100],0.1,1e-05,0,2,True,0.14,5,766
2,focal,0.6855018734931946,0.5578192238444064,[0.80312326 0.48788927 0.38244514],0.5948301830462047,0.6773648858070374,0.5536298165017802,[0.80034057 0.45967742 0.40087146],[100],0.1,1e-05,0,2,True,0.14,5,766
3,focal,0.6669145226478577,0.5463433912934877,[0.79225953 0.45360825 0.39316239],0.6065334879926273,0.6790540814399719,0.5611980811678737,[0.79930796 0.48335388 0.4009324 ],[100],0.1,1e-05,0,2,True,0.14,5,766
4,focal,0.6750929355621338,0.5714743096000613,[0.79256246 0.48       0.44186047],0.6066487835986274,0.6779279112815857,0.5685157059978766,[0.79619212 0.46540881 0.44394619],[100],0.1,1e-05,0,2,True,0.14,5,766
0,focal,0.6966542601585388,0.6099339549953225,[0.79836353 0.52873563 0.5027027 ],0.593749076128006,0.6914414167404175,0.584273202822892,[0.80034798 0.52904821 0.42342342],[100],0.1,1e-05,1,2,True,0.14,5,766
1,focal,0.6936802864074707,0.585526028674786,[0.80434783 0.51718494 0.43504532],0.5883222435201917,0.6936936974525452,0.5878539200923852,[0.79827586 0.52567237 0.43961353],[100],0.1,1e-05,1,2,True,0.14,5,766
2,focal,0.6914498209953308,0.572230421212305,[0.80269058 0.51027397 0.40372671],0.587761901319027,0.6976351141929626,0.5837046014448313,[0.80852878 0.51527224 0.42731278],[100],0.1,1e-05,1,2,True,0.14,5,766
3,focal,0.6847583651542664,0.5718148905436117,[0.80068729 0.50671141 0.40804598],0.594757545207228,0.6875,0.5774823260217041,[0.79618387 0.52696078 0.40930233],[100],0.1,1e-05,1,2,True,0.14,5,766
4,focal,0.6750929355621338,0.5741603323959236,[0.78612717 0.49190939 0.44444444],0.5965931734868458,0.6936936974525452,0.5957435121471563,[0.79652928 0.52281134 0.46788991],[100],0.1,1e-05,1,2,True,0.14,5,766
0,focal,0.6877323389053345,0.5939587270555013,[0.79765396 0.512      0.47222222],0.6062004129801478,0.6829954981803894,0.5673900482805315,[0.79844291 0.50183599 0.40189125],[100],0.1,1e-05,12,2,True,0.14,5,766
1,focal,0.7033457159996033,0.5919018942501305,[0.81646655 0.52173913 0.4375    ],0.6001036635466984,0.6852477192878723,0.5717642287356595,[0.79620853 0.5047619  0.41432225],[100],0.1,1e-05,12,2,True,0.14,5,766
2,focal,0.6802973747253418,0.5577289830681681,[0.79752531 0.48556876 0.39009288],0.5964647201555116,0.681869387626648,0.5582118169332008,[0.8032368  0.47229551 0.39910314],[100],0.1,1e-05,12,2,True,0.14,5,766
3,focal,0.6736059188842773,0.5594184726413031,[0.7956372  0.47236181 0.41025641],0.6028704196214676,0.6852477192878723,0.5693534544816989,[0.80190724 0.50428397 0.40186916],[100],0.1,1e-05,12,2,True,0.14,5,766
4,focal,0.6736059188842773,0.5666462458377775,[0.79140035 0.48522551 0.42331288],0.6090047050799642,0.6813063025474548,0.5738797754434698,[0.79377432 0.486618   0.441247  ],[100],0.1,1e-05,12,2,True,0.14,5,766
0,focal,0.6877323389053345,0.5932942343087174,[0.79834906 0.51956182 0.46197183],0.5979989916086197,0.6908783912658691,0.5767373204865377,[0.80330004 0.52876377 0.39814815],[100],0.1,1e-05,123,2,True,0.14,5,766
1,focal,0.6966542601585388,0.5833081871802545,[0.81468732 0.50398724 0.43125   ],0.5903594472578594,0.6970720887184143,0.594563466741097,[0.79774794 0.53864169 0.44730077],[100],0.1,1e-05,123,2,True,0.14,5,766
