,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,include_features_in_input,embedding_dim,num_features,log_signature,pooling,num_heads,num_layers,lstm_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.6820130348205566,0.6632308649192492,[0.74276236 0.58369937],0.6609465597299888,[0.78339695 0.53849617],0.6716611608168412,[0.70613532 0.637187  ],,0.8009165525436401,0.7909230785169976,[0.83663312 0.74521304],0.7887026615854467,[0.84988764 0.72751768],0.7937881661956531,[0.82378567 0.76379066],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,400,"(32, 32)",0.1,0.0003,1,focal,2,True,5,Conv1d,,concatenation,64,10
0,,0.6600186228752136,0.6407336526498691,[0.72397094 0.55749636],0.6392353377876763,[0.76666667 0.51180401],0.6489634298338653,[0.68577982 0.61214704],,0.7751718759536743,0.7655495702443489,[0.8130464  0.71805274],0.7626373846579007,[0.83745094 0.68782383],0.7705423901446684,[0.79002396 0.75106082],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,400,"(32, 32)",0.1,0.0003,12,focal,2,True,5,Conv1d,,concatenation,64,10
0,,0.6972972750663757,0.6803595274781715,[0.75393939 0.60677966],0.6778166101296529,[0.79948586 0.55614736],0.6904286803556329,[0.71330275 0.66755461],,0.7825852632522583,0.7708046647966269,[0.82276673 0.7188426 ],0.769494930862931,[0.83015521 0.70883465],0.7723229016121266,[0.8155086 0.7291372],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,400,"(32, 32)",0.1,0.0003,123,focal,2,True,5,Conv1d,,concatenation,64,10
0,,0.6669151782989502,0.6497407321038696,[0.72730047 0.57218099],0.6485264912405135,[0.77748777 0.51956522],0.6599268883832781,[0.68319954 0.63665424],,0.7798894643783569,0.7697618937893413,[0.81805014 0.72147365],0.7671164952079751,[0.83736314 0.69686985],0.7737431439101841,[0.79960793 0.74787836],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,400,"(32, 32)",0.1,0.0001,1,focal,2,True,5,Conv1d,,concatenation,64,11
0,,0.681267499923706,0.6614831709630369,[0.74332032 0.57964602],0.6590993343048279,[0.78008822 0.53811045],0.6689961899967252,[0.70986239 0.62812999],,0.7784067988395691,0.7679486529691937,[0.81721147 0.71868583],0.7654723298739525,[0.83465819 0.69628647],0.7715267279287283,[0.8004792  0.74257426],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,400,"(32, 32)",0.1,0.0001,12,focal,2,True,5,Conv1d,,concatenation,64,11
0,,0.6926374435424805,0.670860426376525,[0.75552261 0.58619824],0.6681973551055411,[0.78231501 0.5540797 ],0.6763870831357867,[0.73050459 0.62226958],,0.7863593697547913,0.7726151142854574,[0.82851888 0.71671135],0.7738491684796338,[0.82308684 0.72461149],0.7715023505493344,[0.83402309 0.70898161],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,400,"(32, 32)",0.1,0.0001,123,focal,2,True,5,Conv1d,,concatenation,64,11
0,,0.6792171597480774,0.656347908901554,[0.74499926 0.56769656],0.6540007030897471,[0.77092916 0.53707224],0.6613906939631365,[0.72075688 0.60202451],,0.7448443174362183,0.7301364671974727,[0.79313736 0.66713557],0.7296760230849948,[0.79583333 0.66351871],0.7306258370337143,[0.79045959 0.67079208],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,400,"(128, 128)",0.1,0.0005,1,focal,2,True,5,Conv1d,,concatenation,64,12
0,,0.6864864826202393,0.6612257386342306,[0.75373353 0.56871795],0.6591966177113997,[0.77019749 0.54819575],0.6643975783628961,[0.73795872 0.59083644],,0.7401267290115356,0.722677004876475,[0.79224138 0.65311263],0.724398815089794,[0.78396247 0.66483516],0.7212466691950334,[0.80069702 0.64179632],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,400,"(128, 128)",0.1,0.0005,12,focal,2,True,5,Conv1d,,concatenation,64,12
0,,0.6959925293922424,0.6733675057012116,[0.75933304 0.58740197],0.6707766033915821,[0.78230465 0.55924855],0.6781061210549726,[0.73767202 0.61854022],,0.7583232522010803,0.7446293424594803,[0.80376491 0.68549377],0.7439341876955969,[0.80774307 0.6801253 ],0.745386706110011,[0.79982575 0.69094767],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,400,"(128, 128)",0.1,0.0005,123,focal,2,True,5,Conv1d,,concatenation,64,12
0,,0.6950605511665344,0.6728124898419534,[0.75813128 0.5874937 ],0.6701724423122222,[0.78266178 0.5576831 ],0.677881513541519,[0.73509174 0.62067128],,0.7738239765167236,0.7611498117453122,[0.81617003 0.7061296 ],0.7602706683285874,[0.82102711 0.69951423],0.7621206795042388,[0.81137007 0.71287129],11,3,5,3,15,3,umap,17,12,"['time_encoding', 'timeline_index']","['z_score', None]",True,True,384,2,True,signature,10,1,400,"(128, 128)",0.1,0.0003,1,focal,2,True,5,Conv1d,,concatenation,64,13
